9.55,3.34
2.25,4.3
9.12,1.29
9.98,9.28
1.31,1.72
7.39,7.52
0.4,9.91
5.13,1.34
3.66,7.93
2.15,7.4
5.95,4.86
3.81,3.84
6.87,2.64
6.1,6.9
1.81,5.19
0.21,4.78
7.61,8.76
5.81,7.98
2.56,2.62
9.84,4.91
3.37,1.33
0.88,3.3
3.43,0.67
2.56,9.9
6.9,8.34
8.35,7.53
2.07,8.76
7.42,5.46
0.51,1.88
1.37,7.73
1.27,3.87
3.22,6.29
2.44,7.44
5.78,2.71
7.23,1.58
8.8,8.67
1.4,2.69
7.09,9.13
7.0,9.04
3.88,2.46
4.3,9.76
0.42,8.05
6.32,8.81
1.01,6.68
9.64,7.33
0.53,0.9
1.12,4.12
2.97,2.85
