6.53,9.07
5.19,8.74
7.81,5.86
5.49,7.17
3.63,7.99
3.13,6.46
8.67,0.21
0.13,6.41
1.75,8.59
6.28,3.96
9.69,9.23
9.56,6.91
2.66,2.83
0.61,2.52
1.38,9.12
8.79,6.93
2.99,3.76
5.46,7.32
9.13,1.07
2.14,0.38
5.44,3.74
3.67,1.56
3.13,2.87
6.66,5.6
6.7,8.08
3.18,6.85
2.41,5.78
4.93,6.74
8.91,8.0
3.64,6.35
8.79,2.05
7.93,9.57
0.58,5.53
2.03,6.69
7.25,3.46
6.29,5.14
9.68,6.11
8.35,7.32
5.35,8.95
0.02,6.39
2.07,2.9
6.33,3.47
8.46,4.3
1.14,8.58
7.55,5.64
7.93,1.64
8.62,1.47
7.69,9.32
4.15,0.99
3.21,8.88
7.23,2.38
6.83,4.81
8.7,3.1
2.24,9.03
3.72,4.54
8.96,6.91
4.37,8.91
3.76,5.31
2.78,8.72
1.77,4.34
4.74,8.62
6.8,5.03
0.48,3.31
3.96,3.94
6.7,3.4
5.97,2.52
3.03,4.32
0.87,3.8
8.46,9.14
4.08,4.28
2.78,8.41
0.41,8.13
0.26,2.19
4.81,2.51
0.16,8.84
9.54,0.81
6.57,6.82
1.15,0.4
4.32,1.99
7.88,8.42
9.86,2.42
9.1,4.38
0.5,6.5
1.21,5.19
5.77,8.19
6.79,0.64
4.85,9.03
8.08,5.94
0.88,9.76
7.86,7.33
2.59,3.87
4.17,7.65
2.43,0.88
6.09,7.23
6.28,7.44
4.21,9.04
8.72,6.54
7.17,2.1
4.24,7.17
6.78,2.83
0.24,7.35
1.27,9.28
0.63,2.15
4.45,2.12
9.3,3.23
0.31,9.71
4.85,4.51
4.99,1.15
1.49,4.06
7.97,4.5
2.06,7.61
2.93,5.09
2.89,3.57
3.76,2.15
7.46,2.22
4.74,1.39
5.6,6.54
0.3,1.24
1.31,5.43
1.69,2.58
9.58,5.69
8.65,7.72
0.6,1.14
4.04,4.65
4.96,6.54
3.51,9.81
6.45,0.41
6.6,7.59
9.56,6.91
5.51,3.05
0.33,9.16
4.05,2.34
1.73,9.56
3.22,0.41
3.63,3.05
5.17,2.18
3.63,5.32
9.66,9.95
7.55,2.51
0.51,7.73
3.56,0.04
4.24,6.83
1.6,5.25
2.37,9.91
5.0,8.6
0.44,7.32
6.62,1.2
4.64,1.63
1.69,2.3
0.26,5.79
7.51,2.53
9.33,1.32
8.58,7.03
2.26,1.84
5.23,1.81
3.95,3.52
3.65,5.74
0.85,6.48
0.55,1.24
9.65,6.82
1.52,5.13
9.73,9.1
9.3,4.33
1.2,6.69
1.13,3.67
