7,9,12,17,15,18,3,10,15,7,2,16,3,6,3,7,1,5,13,6,17,14,12,11,17,16,11,7,3,13,7,6,19,2,1,12,8,3,4,3,195
18,20,12,3,16,19,7,14,3,10,10,18,5,5,1,17,4,12,16,11,6,15,3,18,19,6,10,9,6,10,11,11,17,11,12,17,3,14,5,1,253
19,4,8,7,14,15,13,15,11,1,5,2,10,8,11,20,6,14,15,3,16,17,12,18,17,15,19,1,1,10,12,14,4,5,13,15,15,1,6,5,163
3,14,16,14,4,4,7,15,6,2,11,10,16,10,12,15,11,18,20,5,1,19,10,18,9,12,17,3,15,5,17,16,6,18,10,1,6,14,1,19,227
5,6,15,10,5,16,6,13,18,5,10,12,20,20,10,10,19,5,13,13,19,2,4,12,10,10,7,9,7,1,10,20,2,19,4,7,1,2,2,17,179
8,15,17,3,15,8,16,11,5,18,4,14,14,12,17,8,14,20,18,3,1,8,7,1,17,14,16,4,14,4,15,20,10,20,12,10,6,20,13,5,275
19,14,12,12,8,7,4,1,10,11,18,20,11,16,8,4,5,15,11,5,11,3,15,6,5,8,12,4,18,7,9,17,7,20,15,3,19,9,1,19,187
15,9,18,8,20,2,4,11,14,20,5,1,15,2,13,19,1,16,15,6,14,20,3,10,2,18,9,3,6,19,17,3,8,19,7,9,14,16,10,10,197
3,8,16,8,17,19,13,5,13,10,16,13,11,12,17,7,19,17,16,8,3,2,8,8,13,15,13,1,15,15,14,15,20,14,15,15,9,8,17,5,280
13,5,18,1,10,12,4,17,8,8,4,19,18,16,18,12,6,17,4,12,17,1,20,2,1,13,8,10,17,6,19,7,10,1,6,17,19,14,12,9,191
8,9,10,18,15,9,19,20,10,4,6,13,17,17,6,10,13,17,8,19,10,17,18,20,19,1,19,17,15,11,18,5,18,11,11,2,15,11,16,20,233
18,20,12,13,3,3,9,15,20,3,12,1,13,15,11,2,4,20,14,14,1,9,6,2,7,13,16,5,17,5,2,15,17,8,10,2,1,14,20,3,187
12,10,9,16,9,12,6,9,4,18,3,20,10,1,8,4,7,16,6,15,6,5,5,5,17,19,9,5,9,11,3,13,9,10,11,15,16,12,12,3,188
17,4,5,4,3,11,9,12,3,4,5,14,19,9,7,15,8,15,12,7,10,5,7,16,7,16,19,2,4,7,1,10,18,1,18,4,11,13,8,12,167
18,10,7,6,7,9,20,6,19,14,14,6,5,11,18,20,1,19,18,17,5,16,1,15,13,4,2,4,1,16,19,5,16,20,12,10,7,20,14,18,219
11,9,4,8,20,6,8,15,11,12,16,4,10,10,1,10,12,7,14,10,1,3,14,19,14,20,2,12,20,20,14,5,20,13,13,11,3,12,10,10,215
15,7,19,10,15,10,3,3,5,2,11,5,11,10,20,5,1,11,3,2,2,11,7,15,12,3,15,11,4,7,15,16,9,12,12,5,20,18,15,15,160
15,7,8,8,10,19,11,2,20,9,13,8,1,6,11,2,6,18,9,17,15,17,12,16,12,11,20,15,20,12,13,17,15,17,12,10,7,1,20,4,128
49,27,59,54,46,31,33,55,38,53,21,13,10,38,33,29,56,41,59,39,42,42,10,51,48,49,43,52,45,36,43,40,49,33,40,39,10,35,16,13,-1
