18,18,17,14,18,15,4,2,15,3,8,3,19,4,15,1,8,2,4,4,16,18,11,13,1,6,1,10,17,9,12,1,7,7,11,8,18,14,4,4,10,12,2,1,6,7,20,8,17,8,246
2,9,6,16,14,19,16,19,8,14,10,7,10,8,10,9,8,4,5,4,19,16,13,2,12,3,9,10,6,17,9,18,12,3,7,9,12,10,2,12,6,19,18,19,16,5,12,7,2,16,226
10,6,17,15,1,4,11,19,9,7,19,4,3,1,3,18,2,1,4,19,17,11,2,9,6,17,5,1,3,14,7,13,11,4,20,18,8,6,20,15,17,11,8,4,10,14,6,7,2,14,212
20,9,10,18,2,2,15,12,18,8,4,2,14,10,6,1,13,19,7,4,12,7,4,17,4,3,3,6,5,3,8,1,3,20,17,16,18,1,17,16,19,10,18,11,3,5,9,16,11,3,194
13,19,19,15,15,5,19,3,11,12,9,4,17,10,12,1,2,10,9,11,3,11,20,2,3,5,2,12,16,11,5,12,5,2,1,6,20,18,20,6,13,11,17,2,12,20,17,13,12,16,240
5,1,15,18,7,13,14,6,16,18,2,15,3,4,5,18,2,17,10,13,3,18,6,8,18,5,3,8,11,15,9,19,10,8,13,20,8,9,19,7,4,12,18,4,14,13,20,10,11,11,260
8,11,17,3,19,12,20,16,8,15,19,16,17,10,7,13,12,12,8,19,2,4,9,11,11,6,6,10,2,16,4,14,13,2,4,17,8,15,9,16,12,10,6,5,1,3,18,19,5,1,197
7,10,15,19,10,16,14,11,14,9,6,11,15,7,20,18,5,14,9,4,17,2,17,3,13,20,18,8,4,10,17,6,15,13,17,20,8,9,20,9,16,11,16,18,10,4,8,19,5,5,217
14,2,16,8,13,16,11,9,4,17,15,19,15,12,20,15,20,19,3,14,13,16,3,20,1,5,15,17,7,13,20,7,13,9,18,19,5,15,17,17,16,9,19,3,5,9,7,6,16,8,259
9,18,15,13,2,16,18,9,12,13,19,20,2,12,19,15,5,18,19,13,6,7,16,15,1,6,18,16,1,16,20,9,1,17,17,17,13,19,19,17,6,13,1,12,7,19,18,6,8,13,278
10,15,1,17,17,12,6,6,19,18,20,5,20,4,14,16,13,16,7,9,14,17,19,16,7,13,3,16,20,11,17,15,20,11,14,7,4,5,20,4,3,17,16,7,15,17,8,5,8,9,262
8,19,17,6,4,7,11,2,6,6,4,10,19,19,2,17,18,20,17,7,16,3,13,15,13,7,6,18,13,17,13,9,6,19,12,19,9,14,20,9,8,8,1,11,19,9,10,3,11,18,279
19,1,11,11,5,8,1,7,14,1,9,5,6,1,14,10,18,4,7,20,1,15,10,19,19,20,5,20,5,4,2,13,15,15,15,12,12,10,17,19,17,14,3,9,17,3,19,19,6,7,306
17,13,15,4,5,2,19,10,2,13,4,12,12,6,17,18,20,10,19,7,4,1,19,11,2,2,2,2,5,10,19,5,5,19,12,4,12,6,7,6,20,5,4,19,18,8,15,18,4,6,244
12,6,15,11,6,3,9,14,5,4,10,11,17,4,8,12,18,9,18,3,4,2,19,4,9,19,6,12,6,7,9,20,8,8,10,18,9,20,15,13,3,2,13,15,15,18,4,6,1,18,306
6,16,20,4,2,14,19,14,18,3,5,13,16,15,15,13,2,11,7,14,8,10,11,10,13,8,17,13,18,3,19,17,5,12,6,3,15,20,6,11,15,4,14,14,13,10,6,10,20,11,279
7,9,13,15,7,20,12,19,14,4,16,1,13,4,15,17,3,18,3,2,1,9,8,7,12,10,15,14,2,9,3,9,8,8,8,3,15,16,15,8,11,19,4,2,16,15,7,3,13,15,273
15,13,16,1,16,12,17,12,13,4,7,6,8,14,10,6,8,1,10,17,15,7,9,4,3,3,8,1,11,4,7,16,1,9,3,3,7,20,19,19,19,7,9,18,9,14,8,9,15,5,253
60,22,43,19,25,26,12,25,29,34,18,57,58,25,29,26,37,59,26,29,57,33,32,11,39,23,58,10,40,42,47,14,34,34,41,58,37,17,18,32,25,25,28,19,22,13,26,16,60,33,-1
