2,17,13,11,12,12,14,15,15,18,13,4,17,14,15,8,5,12,9,13,12,10,2,8,18,13,9,16,12,3,253
9,16,9,1,17,3,13,3,15,7,15,10,4,1,14,3,1,13,9,8,12,15,13,1,4,2,8,15,17,19,253
8,15,9,4,13,20,12,10,16,9,20,13,1,9,8,17,6,8,9,9,18,2,16,19,6,6,3,10,15,1,207
13,6,3,15,14,17,5,2,6,7,12,14,5,4,5,10,7,13,1,8,5,6,9,9,18,14,7,12,9,16,212
11,7,2,14,7,2,19,2,9,18,7,3,1,20,5,12,17,1,10,16,19,14,1,2,5,8,2,17,9,16,194
1,13,7,6,3,7,4,8,19,15,16,7,10,17,11,10,8,20,17,6,10,14,16,10,1,12,10,7,20,2,269
5,20,19,19,19,19,11,15,1,2,2,10,3,11,16,18,5,2,18,13,2,13,19,7,20,14,18,11,12,4,291
12,16,7,7,7,3,13,12,4,8,4,1,6,6,17,16,3,16,12,12,2,9,2,3,3,15,5,15,10,4,207
14,4,14,8,4,4,4,5,1,16,7,5,15,12,3,14,15,5,1,8,20,7,6,1,9,1,2,6,12,16,206
4,7,4,2,14,4,7,12,16,8,11,13,8,1,8,3,8,5,20,19,1,12,12,20,19,1,14,12,18,17,262
20,15,20,15,6,6,19,2,2,16,20,19,6,15,14,2,2,6,3,8,3,16,18,18,11,4,3,14,17,15,292
15,9,3,15,17,9,10,11,9,10,15,4,14,2,10,7,8,13,7,16,7,8,20,19,13,6,8,18,13,9,282
16,17,19,13,13,15,15,16,9,5,6,19,8,6,1,6,7,18,6,9,18,1,16,1,11,20,4,20,15,18,294
20,7,11,6,8,16,13,13,3,10,12,12,15,2,7,1,13,2,10,11,15,20,13,14,1,9,18,12,3,18,234
10,19,6,3,6,9,16,14,10,14,12,6,3,14,13,16,6,4,10,10,20,9,20,20,9,16,14,15,13,5,309
8,5,16,17,17,5,13,2,2,4,2,19,16,14,8,5,12,4,14,4,6,20,12,9,15,13,18,13,14,18,272
6,2,11,9,13,14,11,6,11,3,3,3,2,10,13,2,9,10,7,10,5,9,7,17,19,2,4,13,3,7,191
4,9,9,19,1,10,4,15,2,15,13,18,1,10,6,11,13,4,7,18,17,7,1,14,5,1,18,9,12,13,230
17,17,9,12,9,20,5,2,1,19,20,15,12,13,12,20,19,12,6,10,11,10,11,20,6,16,3,9,8,4,294
17,16,3,3,4,10,17,9,2,4,6,5,6,2,5,17,9,4,20,12,9,1,13,18,18,9,11,17,16,12,203
17,14,12,19,15,3,10,18,9,17,3,15,1,1,11,19,11,12,3,1,4,15,1,13,5,3,7,15,15,8,238
6,13,6,5,8,13,17,4,16,4,19,14,14,10,16,1,1,7,7,1,1,4,18,7,13,13,19,16,2,13,262
20,3,12,1,20,16,11,4,4,14,7,9,17,16,18,10,3,9,9,2,19,15,6,11,20,19,17,20,19,19,343
12,16,5,6,3,15,16,14,18,13,11,9,6,2,1,6,16,15,2,2,9,10,2,12,10,13,16,2,3,8,226
15,1,1,17,4,16,14,4,7,1,3,20,10,7,19,3,17,9,17,4,10,14,18,16,19,9,15,9,14,4,253
7,16,18,14,4,11,5,3,8,17,6,14,6,4,8,1,8,19,8,11,20,3,12,11,2,7,11,4,11,19,237
15,19,13,4,11,7,9,17,16,7,20,6,15,2,11,10,12,11,17,7,13,20,17,5,2,3,11,7,16,19,261
12,4,19,17,14,13,15,2,3,6,16,15,15,9,19,16,11,17,6,15,10,7,3,1,19,5,9,16,7,10,268
11,8,7,20,16,13,19,20,15,20,16,5,9,16,12,17,4,16,18,17,2,8,4,18,16,3,2,18,11,9,292
2,20,19,4,1,5,20,7,6,18,7,16,10,9,9,6,4,16,5,14,10,3,12,19,17,1,7,8,2,14,250
3,5,6,4,2,14,14,9,18,6,1,2,10,15,6,12,5,3,18,13,1,20,5,13,17,17,20,17,12,5,219
5,11,10,14,14,9,19,4,9,15,18,16,12,6,11,16,17,6,19,10,3,1,18,2,4,14,11,2,6,13,261
16,2,2,5,11,11,4,12,1,20,12,16,19,2,1,20,14,7,15,2,19,19,7,13,7,10,14,6,9,7,174
4,1,7,8,4,20,2,3,7,5,14,19,6,17,14,14,10,18,20,11,5,3,2,2,9,12,6,14,2,18,202
6,4,6,4,3,2,5,2,16,17,2,8,19,3,7,8,6,18,12,4,5,13,15,3,18,4,17,5,3,15,195
12,3,3,6,16,19,10,3,1,3,17,11,17,14,3,15,6,13,14,13,19,5,17,5,7,7,4,10,16,10,236
1,6,16,15,11,1,3,16,5,8,7,7,4,1,11,9,14,11,2,9,6,17,20,13,18,7,12,6,10,16,246
3,19,1,20,14,19,11,7,9,16,18,13,6,12,14,13,19,2,12,16,20,10,20,3,18,10,2,16,9,3,291
17,17,19,2,9,16,3,2,14,12,15,7,16,11,17,5,3,12,11,16,7,10,10,20,2,19,16,12,20,4,267
4,1,5,4,7,19,17,2,17,19,11,12,15,15,17,20,18,4,5,10,10,1,15,15,11,3,2,3,1,13,242
6,15,15,4,13,5,19,9,2,6,11,8,14,5,20,17,6,16,10,3,3,1,19,7,8,19,1,15,2,19,213
5,9,1,7,18,16,11,5,5,3,6,16,15,1,5,7,5,11,16,3,10,1,17,12,15,20,5,7,6,17,252
15,2,3,14,1,11,7,16,20,20,2,7,8,7,20,11,4,1,19,15,6,6,12,14,19,4,20,5,13,8,249
12,4,16,7,1,15,6,18,12,11,20,4,13,11,20,2,8,6,3,6,15,20,3,17,1,8,4,1,14,1,201
4,7,7,1,19,10,19,15,7,5,19,2,19,1,13,13,15,6,18,17,13,14,1,19,6,16,19,4,4,13,260
8,12,5,9,1,8,19,16,2,18,20,17,2,6,3,6,1,3,1,12,3,11,10,10,3,2,8,16,12,1,231
15,12,1,8,9,19,10,11,6,12,8,15,14,4,14,11,10,12,8,11,12,1,3,4,10,14,18,6,13,4,247
2,18,4,3,12,9,8,10,4,20,4,4,13,13,7,17,19,14,5,11,6,7,8,7,15,8,3,3,20,11,237
20,9,18,11,12,16,4,1,4,8,11,5,10,4,11,8,3,10,19,15,15,2,12,12,20,15,4,14,7,20,256
16,4,18,13,7,9,3,2,16,13,3,10,2,15,7,13,15,15,2,2,6,1,14,6,4,19,7,20,10,12,247
12,1,19,2,7,3,7,20,8,18,17,14,17,19,11,20,19,11,16,14,10,20,2,12,9,12,19,15,12,18,340
2,3,18,8,6,12,10,15,19,4,14,1,14,14,6,19,11,8,2,1,10,15,13,6,1,17,10,4,3,12,232
1,7,17,16,17,5,15,15,20,3,18,3,18,16,13,4,1,9,4,17,2,16,11,4,6,3,12,4,5,4,206
7,11,4,2,1,7,15,15,10,5,17,14,2,18,7,19,5,8,3,10,9,16,12,6,18,7,17,4,12,18,249
17,2,5,1,1,14,7,3,18,10,4,7,14,6,19,18,4,5,2,15,3,18,2,20,19,12,10,10,8,14,175
6,19,3,3,20,18,9,15,9,17,15,10,12,18,3,6,8,10,10,3,16,12,11,3,7,13,20,19,15,16,292
9,5,7,6,5,9,8,9,8,9,9,7,8,5,9,10,5,10,9,7,9,10,9,5,10,7,5,7,7,6,-1
